event_id,event_date,event_time_precision,platform,platform_region,poll_region_alignment,diffusion_class,character_cn,character_jp,event_type,community_layer,poll_round_before,poll_round_after,phase,source_url,source_title_or_excerpt,metric_snapshot,observed_at,interpretation,causal_limit,verification_status
nix_r6_hina,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,键山雏,鍵山 雛,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：雏基本维持,个人赛后观察；无互动量快照,2026-08-24,雏被列为风神录组中相对稳定者,单篇博客无法识别稳定的投票者构成或曝光原因,verified_public_web
nix_r6_momiji,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：椛基本维持,个人赛后观察；无互动量快照,2026-08-24,椛被列为风神录组中相对稳定者,单篇博客无法识别稳定的投票者构成或曝光原因,verified_public_web
nix_r6_shizuha,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋静叶,秋 静葉,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：秋姐妹略有上升，含静叶,个人赛后观察；无互动量快照,2026-08-24,秋姐妹被作为小幅上升群体观察,群体观察不能拆成单角色票数或因果贡献,verified_public_web
nix_r6_minoriko,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋穰子,秋 穣子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：秋姐妹略有上升，含穰子,个人赛后观察；无互动量快照,2026-08-24,秋姐妹被作为小幅上升群体观察,群体观察不能拆成单角色票数或因果贡献,verified_public_web
nix_r6_koishi,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,古明地恋,古明地 こいし,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：地灵殿组恋、燐、觉的名次出乎作者预期,个人赛后观察；无互动量快照,2026-08-24,恋被纳入地灵殿组的意外名次观察,作者预期并非社区总体预期，不能直接转为原因结论,verified_public_web
nix_r6_rin,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,火焰猫燐,火焔猫 燐,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：地灵殿组恋、燐、觉的名次出乎作者预期,个人赛后观察；无互动量快照,2026-08-24,燐被纳入地灵殿组的意外名次观察,作者预期并非社区总体预期，不能直接转为原因结论,verified_public_web
nix_r6_satori,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,古明地觉,古明地 さとり,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：地灵殿组恋、燐、觉的名次出乎作者预期,个人赛后观察；无互动量快照,2026-08-24,觉被纳入地灵殿组的意外名次观察,作者预期并非社区总体预期，不能直接转为原因结论,verified_public_web
nix_r6_tenshi,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,比那名居天子,比那名居 天子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：天子、衣玖属于作者认为的合理位置,个人赛后观察；无互动量快照,2026-08-24,天子被放入相对符合预期的名次观察,合理位置是作者判断，不能代表投票者共识,verified_public_web
nix_r6_iku,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,永江衣玖,永江 衣玖,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：天子、衣玖属于作者认为的合理位置,个人赛后观察；无互动量快照,2026-08-24,衣玖被放入相对符合预期的名次观察,合理位置是作者判断，不能代表投票者共识,verified_public_web
nix_r6_komachi,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小野塚小町,小野塚 小町,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回评论区补充小町及其名次观点,评论区观点；无互动量快照,2026-08-24,评论区说明小町仍被放在赛后解释语境中,评论样本选择性强，不能代表全体社区,verified_public_web
nix_r6_rinnosuke,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,森近霖之助,森近 霖之助,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回评论区补充霖之助观点,评论区观点；无互动量快照,2026-08-24,评论区说明出版物角色也进入赛后比较,评论样本选择性强，不能代表全体社区,verified_public_web
nix_r6_pache,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到帕秋莉,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
nix_r6_youmu,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到妖梦,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
nix_r6_rumia,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露米娅,ルーミア,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到露米娅,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
nix_r6_mystia,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,米斯蒂娅·萝蕾拉,ミスティア・ローレライ,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到米斯蒂娅,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
nix_r6_layti,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,蕾蒂·霍瓦特洛克,レティ・ホワイトロック,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到蕾蒂,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
nix_r6_nitori_fav,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,河城荷取,河城 にとり,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到荷取,一押率分析；无互动量快照,2026-08-24,荷取的一押率被作者作为偏好结构观察,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
nix_r6_seija,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,鬼人正邪,鬼人 正邪,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到正邪,一押率分析；无互动量快照,2026-08-24,正邪的一押率被作者作为偏好结构观察,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web
maisan_r8_koishi,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,古明地恋,古明地 こいし,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：恋恋点数率上升，作者联系二次创作与固定粉丝,个人赛后分析；无互动量快照,2026-08-24,恋恋被作为上升与二创组合性解释的核心案例,赛后博客解释不能证明二创造成票数增长,verified_public_web
maisan_r8_aya,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,射命丸文,射命丸 文,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：文的点数率上升并列入上位角色比较,个人赛后分析；无互动量快照,2026-08-24,文被放在上位角色点数率变化与作品曝光的比较中,不能将赛后解释写成单一传播因果,verified_public_web
maisan_r8_yuuka,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,风见幽香,風見 幽香,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：幽香点数率上升,个人赛后分析；无互动量快照,2026-08-24,幽香被列为相对上升的长尾强角色,单篇文章无法识别二创、原作与投票结构的贡献,verified_public_web
maisan_r8_nitori,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,河城荷取,河城 にとり,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：荷取点数率上升,个人赛后分析；无互动量快照,2026-08-24,荷取被列为点数率改善的角色之一,单篇文章无法识别二创、原作与投票结构的贡献,verified_public_web
maisan_r8_lunachild,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露娜切露德,ルナチャイルド,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出露娜切露德及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,长尾表为早期小众角色覆盖旁证,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_yamame,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,黑谷山女,黒谷 ヤマメ,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出山女及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,长尾表为早期小众角色覆盖旁证,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_daiyousei,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,大妖精,大妖精,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出大妖精及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,长尾表为早期小众角色覆盖旁证,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_youmu,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：妖梦点数率下降,个人赛后分析；无互动量快照,2026-08-24,妖梦被用于说明上位角色也会因点数分散而相对下降,不能把点数率下降直接解释为角色失宠,verified_public_web
maisan_r8_reisen,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾/上位比较表列出铃仙及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,铃仙被纳入点数率分散与上位比较,表格与分布指标不能拆成动员因果,verified_public_web
maisan_r8_momiji,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出椛及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,椛被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_lilywhite,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉莉霍瓦特（莉莉白）,リリーホワイト,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出莉莉白及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,莉莉白被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_shizuha,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋静叶,秋 静葉,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出秋静叶及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,秋静叶被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_minoriko,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋穰子,秋 穣子,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出秋穰子及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,秋穰子被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_lilica,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出莉莉卡及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,莉莉卡被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_little_devil,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小恶魔,小悪魔,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出小恶魔及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,小恶魔被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web
maisan_r8_sanae,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,东风谷早苗,東風谷 早苗,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：早苗点数率下降,个人赛后分析；无互动量快照,2026-08-24,早苗被作为新作出场后回落与票数分散的观察对象,赛后分析无法将回落归因于单一事件,verified_public_web
maisan_r8_koakuma,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小恶魔,小悪魔,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回长尾表再次列出小恶魔,结果表与赛后分析；无互动量快照,2026-08-24,同一角色多篇表格出现只计作来源覆盖，不合并为人气量,同一来源重复出现不能解释为独立社群规模,verified_public_web
maisan_r8_kogasa,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,多多良小伞,多々良 小傘,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：小伞被列入下降角色观察,个人赛后分析；无互动量快照,2026-08-24,小伞被用于说明新作/二创曝光与名次变化并不总同向,单篇文章无法识别曝光与投票的独立效应,verified_public_web
maisan_r8_byakuren,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,圣白莲,聖 白蓮,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：白莲名次/点数率下降,个人赛后分析；无互动量快照,2026-08-24,白莲被放入新作后角色回落与票数分散的解释,赛后分析无法证明曝光减少造成下降,verified_public_web
maisan_r8_suwako,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,洩矢诹访子,洩矢 諏訪子,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：诹访子下降,个人赛后分析；无互动量快照,2026-08-24,诹访子被纳入下降角色的分布观察,单篇文章无法识别票数分散与角色曝光的相对贡献,verified_public_web
maisan_r8_eiki,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,四季映姬·夜摩仙那度,四季映姫・ヤマザナドゥ,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：映姬下降,个人赛后分析；无互动量快照,2026-08-24,映姬被纳入下降角色的分布观察,单篇文章无法识别票数分散与角色曝光的相对贡献,verified_public_web
maisan_r8_marisa,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,雾雨魔理沙,霧雨 魔理沙,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：魔理沙下降,个人赛后分析；无互动量快照,2026-08-24,魔理沙被用于说明头部角色也受票数分散影响,赛后解释不能证明角色基础盘发生同幅度变化,verified_public_web
maisan_r8_mokou,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,藤原妹红,藤原 妹紅,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：妹红下降,个人赛后分析；无互动量快照,2026-08-24,妹红被用于说明头部角色也受票数分散影响,赛后解释不能证明角色基础盘发生同幅度变化,verified_public_web
maisan_r8_yukari,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八云紫,八雲 紫,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：紫下降,个人赛后分析；无互动量快照,2026-08-24,紫被用于说明出版物/新作曝光与名次并非简单线性,赛后解释不能证明曝光变化造成名次变化,verified_public_web
maisan_r8_kanako,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八坂神奈子,八坂 神奈子,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：神奈子下降,个人赛后分析；无互动量快照,2026-08-24,神奈子被纳入风神录组下降观察,群体与个体机制未被该文区分,verified_public_web
maisan_r8_nazrin,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,娜兹玲,ナズーリン,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：娜兹玲下降,个人赛后分析；无互动量快照,2026-08-24,娜兹玲被作为星莲船组名次变化的观察对象,赛后解释不能证明角色曝光或投票者流失,verified_public_web
maisan_r8_renko,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,宇佐见莲子,宇佐見 蓮子,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出莲子并讨论秘封组的固定受众,结果表与社群分析；无互动量快照,2026-08-24,秘封角色以组合性、固定粉丝与同人活动进入讨论,组合性不能换算为单角色票数,verified_public_web
maisan_r8_merry,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,玛艾露贝莉·赫恩,マエリベリー・ハーン,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出梅莉并讨论秘封组的固定受众,结果表与社群分析；无互动量快照,2026-08-24,秘封角色以组合性、固定粉丝与同人活动进入讨论,组合性不能换算为单角色票数,verified_public_web
maisan_r8_akyuu,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,稗田阿求,稗田 阿求,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出阿求并讨论出版物角色的受众分布,结果表与社群分析；无互动量快照,2026-08-24,阿求进入早期书籍角色与长期设定受众的覆盖,表格与群体分析不能证明死亡梗当时已形成,verified_public_web
maisan_r8_kasen,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,茨木华扇,茨木 華扇,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出华扇并讨论出版物角色的可组合性,结果表与社群分析；无互动量快照,2026-08-24,华扇在单行本与书籍角色讨论中获得早期覆盖,群体分析不能直接解释后续第9回跃升,verified_public_web
maisan_r8_toyohime,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,绵月丰姬,綿月 豊姫,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出丰姬,结果表与社群分析；无互动量快照,2026-08-24,丰姬被纳入早期月都出版物角色覆盖,表格出现不等于角色有明确投票动员,verified_public_web
maisan_r8_yorihime,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,绵月依姬,綿月 依姫,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出依姬,结果表与社群分析；无互动量快照,2026-08-24,依姬被纳入早期月都出版物角色覆盖,表格出现不等于角色有明确投票动员,verified_public_web
maisan_r8_torikoko,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,无名的读书妖怪（朱鹭子）,無名の読書妖怪,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出朱鹭子,结果表与社群分析；无互动量快照,2026-08-24,朱鹭子被纳入书籍角色长尾覆盖,表格出现不等于角色有明确投票动员,verified_public_web
nix_r9_alice,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,爱丽丝·玛格特洛依德,アリス・マーガトロイド,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：爱丽丝第2名，作者联系にがもん式MMD模型、Niconico与Sweet Magic,个人赛后分析；无互动量快照,2026-08-24,这是当前早期材料中把角色名次与MMD模型/视频传播明确联系的案例,该联系来自单篇博客与评论观察，不能证明MMD造成名次提升,verified_public_web
nix_r9_youmu,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：妖梦13位升至8位，作者联系《神灵庙》出场,个人赛后分析；无互动量快照,2026-08-24,新作出场被写成名次上升的时间相邻解释,没有反事实，不能识别出场与其他因素的相对作用,verified_public_web
nix_r9_sanae,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,东风谷早苗,東風谷 早苗,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：早苗回落,个人赛后分析；无互动量快照,2026-08-24,早苗被用于说明前作新作角色热度并非持续上升,单篇博客不能证明回落原因,verified_public_web
nix_r9_yukari,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八云紫,八雲 紫,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：紫可能受《儚月抄》热度消退与书籍出场减少影响,个人赛后分析；无互动量快照,2026-08-24,作者将出版物曝光衰减作为紫下降的候选解释,属于事后推测且未有作品曝光时间序列,verified_public_web
nix_r9_futo,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,物部布都,物部 布都,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：布都第19位，作为神灵庙组上位角色观察,个人赛后分析；无互动量快照,2026-08-24,布都被纳入新作组内部层级比较,新作组内部比较不能等同于单一传播因素造成的排名,verified_public_web
nix_miko,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,丰聪耳神子,豊聡耳 神子,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：神子第41位，作为神灵庙组角色观察,个人赛后分析；无互动量快照,2026-08-24,神子被纳入新作组内部层级比较,新作组内部比较不能等同于单一传播因素造成的排名,verified_public_web
nix_seiga,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,霍青娥,霍 青娥,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：青娥等神灵庙组角色被比较,个人赛后分析；无互动量快照,2026-08-24,青娥被纳入神灵庙新作组的层级讨论,新作组内部比较不能等同于单一传播因素造成的排名,verified_public_web
nix_kasen,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,茨木华扇,茨木 華扇,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：华扇62位升至26位，联系单行本发行,个人赛后分析；无互动量快照,2026-08-24,单行本发行与华扇跃升在时间上相邻，是可检验但尚未识别的事件假说,缺乏发行曝光量与反事实，不能写成因果证明,verified_public_web
nix_suika,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,伊吹萃香,伊吹 萃香,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：萃香28位降至36位，作者表示原因不明,个人赛后分析；无互动量快照,2026-08-24,保留作者对原因不明的明确表述，避免过度解释,该文没有提供机制证据,verified_public_web
nix_nazrin,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,娜兹玲,ナズーリン,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：娜兹玲跌落,个人赛后分析；无互动量快照,2026-08-24,娜兹玲被作为星莲船组下降案例,单篇博客不能识别出场、二创与投票结构的相对贡献,verified_public_web
nix_rumia,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露米娅,ルーミア,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：露米娅重新成为一面Boss第一,个人赛后分析；无互动量快照,2026-08-24,记录作者对露米娅在关卡位置层面的结果观察,关卡层级与角色总人气不是同一指标,verified_public_web
nix_toramari,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,寅丸星,寅丸 星,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：寅丸星下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web
nix_hata,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,姬海棠果,姫海棠 はたて,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：姬海棠果下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web
nix_r9_eirin,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八意永琳,八意 永琳,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：永琳下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web
nix_r9_rinnosuke,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,森近霖之助,森近 霖之助,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：霖之助下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web
nix_momiji_comment,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,comment_reaction,discussion,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回评论区有人追问椛急升原因不明,评论区样本；无互动量快照,2026-08-24,评论区保留“原因不明”的反应，说明社区并非都接受单一解释,评论样本选择性强，不能代表社区总体,verified_public_web
nix_kasen_comment,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,茨木华扇,茨木 華扇,comment_reaction,discussion,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回评论区有人表示华扇上升出乎意料；作者回复认为Pixiv效果也很大,评论区样本；无互动量快照,2026-08-24,评论与作者回复把Pixiv创作传播列为华扇跃升的社区解释候选,评论和回复不是因果识别，也没有Pixiv历年时间序列,verified_public_web
