character_cn,character_jp,round21_rank,community_tags_cn,tag_status,source_path,source_scope,analysis_use
露易兹,ルイズ,176,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
旧作的无名道中Boss,旧作名無し中ボス,177,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
萨拉,サラ,178,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
野槌,ツチノコ,179,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
核热造神非想天则,核熱造神ヒソウテンソク,180,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
菊理,キクリ,181,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
鲵吞亭的常客,鯢呑亭の常連,182,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
咪咪号,ミミちゃん,183,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
兔子（玉兔、永远亭的妖怪兔等）,兎（玉兎、永遠亭の妖怪兎 他）,184,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
乌鸦（地狱鸦、紫和文的使魔等）,カラス（地獄鴉、紫・文の使い魔 他）,185,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
嫦娥,嫦娥,186,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
蛞蝓（蛞蝓卫门）,なめえもん,187,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
卓柏卡布拉,チュパカブラ,188,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,189,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
岩笠,岩笠,190,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
狐（妖怪狐、年幼的妖狐等）,狐（妖怪狐、狐の子他）,191,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
地精,ホフゴブリン,192,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,192,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
野狼灵,オオカミ霊,194,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
龙（子龙、邪龙等）,龍（子龍、邪龍 他）,195,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
河童（含山童）,河童（山童含む）,196,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
万岁乐,万歳楽,197,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
天狗（香霖堂的天狗、大天狗等）,天狗（香霖堂の天狗、大天狗 他）,198,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
命莲,命蓮,199,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
袈裟罗婆娑罗,ケセランパサラン,200,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
都市传说的怪异（阿菊、八尺大人等）,都市伝説の怪異（お菊さん、八尺さま 他）,201,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
仙台四郎（福神）,仙台四郎（福の神）,202,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
降神的神灵（天照、伊豆能卖等）,神降ろしの神霊（天照、伊豆能売 他）,202,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
幽灵（包括怨灵、神灵、旧作的一种杂鱼）,幽霊（怨霊、神霊、化け化け含む）,204,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
大鹫灵,オオワシ霊,205,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
鲵吞亭店主,鯢呑亭の店主,205,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
盐家老板,塩屋敷の旦那,207,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
木花咲耶姬,木花咲耶姫,207,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
月之都的门卫,月の都の門番,209,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
毘沙门天,毘沙門天,209,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
酒虫,酒虫,209,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
莱卡,ライカ,212,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
水江浦岛子（瑞江浦岛子）,水江浦島子,213,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
蟒蛇,ウワバミ,214,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
沓颊,沓頬,215,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
狸（妖怪狸、野铁炮等）,狸（化け狸、野鉄砲他）,216,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
座敷童子,座敷童,217,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
睡鼠,ヤマネ,218,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
小铃的父母,小鈴の両親,218,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
运松翁,運松,218,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
烟烟罗,煙々羅,221,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
