source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,2,1,td,859票，占2881票的29.82%,,29.82,[859]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,3,0,td,附赠内容：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,3,1,td,830票，占2881票的28.81%,,28.81,[830]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,0,0,th,3.是否浏览东方相关站点,,,[3]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,1,0,td,经常：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,1,1,td,4013票，占51.55%,,51.55,[4013]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,2,0,td,偶尔：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,2,1,td,2877票，占36.96%,,36.96,[2877]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,3,0,td,很少：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,3,1,td,687票，占8.82%,,8.82,[687]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,4,0,td,从不：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,4,1,td,208票，占2.67%,,2.67,[208]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,38,日常相关,stable,5,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,0,0,th,4.平时接触东方信息的渠道,,,[4]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,1,0,td,论坛贴吧：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,1,1,td,6563票，占84.3%,,84.3,[6563]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,2,0,td,视频网站：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,2,1,td,5558票，占71.39%,,71.39,[5558]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,3,0,td,即时通讯：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,3,1,td,2978票，占38.25%,,38.25,[2978]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,4,0,td,社交网络：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,4,1,td,2610票，占33.53%,,33.53,[2610]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,5,0,td,微博推特：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,5,1,td,2185票，占28.07%,,28.07,[2185]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,6,0,td,现实生活：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,6,1,td,1176票，占15.11%,,15.11,[1176]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,7,0,td,其他途经：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,7,1,td,1096票，占14.08%,,14.08,[1096]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,39,日常相关,stable,8,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,40,日常相关,stable,0,0,th,5.是否会主动向周围介绍东方,,,[5]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,40,日常相关,stable,1,0,td,会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,40,日常相关,stable,1,1,td,4579票，占58.82%,,58.82,[4579]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,40,日常相关,stable,2,0,td,不会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,40,日常相关,stable,2,1,td,3206票，占41.18%,,41.18,[3206]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,40,日常相关,stable,3,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,0,0,th,6.是否会主动展示东方相关,,,[6]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,1,0,td,偶尔会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,1,1,td,4416票，占56.72%,,56.72,[4416]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,2,0,td,会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,2,1,td,2140票，占27.49%,,27.49,[2140]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,3,0,td,从不：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,3,1,td,1229票，占15.79%,,15.79,[1229]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,41,日常相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,0,0,th,7.是否会主动隐藏东方爱好者身份,,,[7]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,1,0,td,从不：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,1,1,td,5010票，占64.35%,,64.35,[5010]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,2,0,td,偶尔会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,2,1,td,2256票，占28.98%,,28.98,[2256]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,3,0,td,会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,3,1,td,519票，占6.67%,,6.67,[519]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,42,日常相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,43,日常相关,stable,0,0,th,简述如何接触到东方的,,,[]
