event_id,event_date,event_time_precision,platform,platform_region,poll_region_alignment,diffusion_class,character_cn,character_jp,event_type,community_layer,poll_round_before,poll_round_after,phase,source_url,source_title_or_excerpt,metric_snapshot,observed_at,interpretation,causal_limit,verification_status,character_key,before_rank,after_rank,rank_improvement,before_candidate_count,after_candidate_count,before_top_percentile,after_top_percentile,before_points_jp,after_points_jp,before_primary_jp,after_primary_jp,before_official_support_jp,after_official_support_jp,before_votes_cn,after_votes_cn,before_primary_cn,after_primary_cn,before_weighted_score_cn,after_weighted_score_cn,join_status,alignment_limit
jmpd_r5_renko,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,宇佐见莲子,宇佐見 蓮子,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回书籍/音乐CD组表格列出莲子并比较秘封角色名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示秘封角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,宇佐见莲子,37,46,-9.0,94,108,61.2903,57.9439,504,801,72,111,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_merry,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,玛艾露贝莉·赫恩,マエリベリー・ハーン,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回书籍/音乐CD组表格列出梅莉并比较秘封角色名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示秘封角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,玛艾露贝莉赫恩,49,63,-14.0,94,108,48.3871,42.0561,190,279,10,15,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_sanae,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,东风谷早苗,東風谷 早苗,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：早苗大幅上升,个人赛后观察；无互动量快照,2026-08-24,作者把早苗列为本届最明显的上升角色之一,单篇博客为事后观察，不能证明上升由单一曝光造成,verified_public_web,东风谷早苗,4,2,2.0,108,124,97.1963,99.187,5315,7221,1026,1544,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_yuuka,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,风见幽香,風見 幽香,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：幽香大幅上升,个人赛后观察；无互动量快照,2026-08-24,作者把幽香列为上升幅度显著的角色,单篇博客为事后观察，不能证明二创、原作或投票结构的独立贡献,verified_public_web,风见幽香,9,7,2.0,108,124,92.5234,95.122,4005,5764,709,1122,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_mokou,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,藤原妹红,藤原 妹紅,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：妹红大幅上升,个人赛后观察；无互动量快照,2026-08-24,作者把妹红列为上升幅度显著的角色,单篇博客为事后观察，不能证明上升由单一曝光造成,verified_public_web,藤原妹红,7,9,-2.0,108,124,94.3925,93.4959,4162,5441,777,1074,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_aya,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,射命丸文,射命丸 文,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：文名次明显下降，作者联系角色池扩大与一押率特点,个人赛后观察；无互动量快照,2026-08-24,这是对下降的结构性解释，保留角色池变化和一押率两个候选机制,单篇博客与事后解释不能区分各机制的实际贡献,verified_public_web,射命丸文,11,18,-7.0,108,124,90.6542,86.1789,3738,4076,667,782,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_yuyuko,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,西行寺幽幽子,西行寺 幽々子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：幽幽子下降被解释为角色数量增加造成的自然下降,个人赛后观察；无互动量快照,2026-08-24,作者将幽々子与角色池扩张联系为描述性解释,不能从单篇文章识别候选池扩张的独立因果效应,verified_public_web,西行寺幽幽子,10,11,-1.0,108,124,91.5888,91.8699,3973,5274,879,1189,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_alice,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,爱丽丝·玛格特洛依德,アリス・マーガトロイド,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：爱丽丝下降被解释为角色数量增加造成的自然下降,个人赛后观察；无互动量快照,2026-08-24,作者把爱丽丝作为角色池扩张后的自然回落例子,不能从单篇文章识别候选池扩张的独立因果效应,verified_public_web,爱丽丝玛格特洛依德,8,6,2.0,108,124,93.4579,95.935,4065,6238,960,1440,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_remilia,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,蕾米莉亚·斯卡蕾特,レミリア・スカーレット,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：蕾米莉亚基本维持，作者联系《绯想天》出场,个人赛后观察；无互动量快照,2026-08-24,社区分析把格斗作出场作为维持高位的可能解释,属于事后观察且未有曝光量或反事实对照,verified_public_web,蕾米莉亚斯卡蕾特,5,5,0.0,108,124,96.2617,96.748,4945,6747,976,1392,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_yukari,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八云紫,八雲 紫,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：八云紫基本维持，作者联系《绯想天》出场,个人赛后观察；无互动量快照,2026-08-24,社区分析把格斗作出场作为维持高位的可能解释,属于事后观察且未有曝光量或反事实对照,verified_public_web,八云紫,6,12,-6.0,108,124,95.3271,91.0569,4471,5269,884,967,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_eirin,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八意永琳,八意 永琳,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：永琳与永远亭组整体下降,个人赛后观察；无互动量快照,2026-08-24,作者将永远亭组作为群体下降现象观察,群体解释不能拆成单角色票数或因果贡献,verified_public_web,八意永琳,33,42,-9.0,108,124,70.0935,66.6667,1581,1765,214,244,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_reisen,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：铃仙随永远亭组整体下降,个人赛后观察；无互动量快照,2026-08-24,铃仙被放在永远亭组的共同趋势中讨论,群体解释不能拆成单角色票数或因果贡献,verified_public_web,铃仙优昙华院因幡,26,32,-6.0,108,124,76.6355,74.7967,2086,2643,363,487,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_suwako,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,洩矢诹访子,洩矢 諏訪子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：诹访子未如预期上升,个人赛后观察；无互动量快照,2026-08-24,记录作者对风神录角色表现与预期不符的观察,预期是个人基准，不能代表社区总体预期,verified_public_web,洩矢诹访子,17,17,0.0,108,124,85.0467,86.9919,2691,4120,340,659,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_nitori,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,河城荷取,河城 にとり,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：荷取未如预期上升,个人赛后观察；无互动量快照,2026-08-24,记录作者对风神录角色表现与预期不符的观察,预期是个人基准，不能代表社区总体预期,verified_public_web,河城荷取,25,24,1.0,108,124,77.5701,81.3008,2116,3140,277,474,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_kanako,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八坂神奈子,八坂 神奈子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：神奈子基本维持,个人赛后观察；无互动量快照,2026-08-24,神奈子被列为风神录组中相对稳定者,单篇博客无法识别稳定的投票者构成或曝光原因,verified_public_web,八坂神奈子,32,34,-2.0,108,124,71.028,73.1707,1659,2462,240,408,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_hina,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,键山雏,鍵山 雛,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：雏基本维持,个人赛后观察；无互动量快照,2026-08-24,雏被列为风神录组中相对稳定者,单篇博客无法识别稳定的投票者构成或曝光原因,verified_public_web,键山雏,27,29,-2.0,108,124,75.7009,77.2358,1945,2742,275,464,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_momiji,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：椛基本维持,个人赛后观察；无互动量快照,2026-08-24,椛被列为风神录组中相对稳定者,单篇博客无法识别稳定的投票者构成或曝光原因,verified_public_web,犬走椛,29,36,-7.0,108,124,73.8318,71.5447,1816,2261,252,367,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_shizuha,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋静叶,秋 静葉,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：秋姐妹略有上升，含静叶,个人赛后观察；无互动量快照,2026-08-24,秋姐妹被作为小幅上升群体观察,群体观察不能拆成单角色票数或因果贡献,verified_public_web,秋静叶,50,48,2.0,108,124,54.2056,61.7886,706,1480,85,186,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_minoriko,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋穰子,秋 穣子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：秋姐妹略有上升，含穰子,个人赛后观察；无互动量快照,2026-08-24,秋姐妹被作为小幅上升群体观察,群体观察不能拆成单角色票数或因果贡献,verified_public_web,秋穰子,49,46,3.0,108,124,55.1402,63.4146,712,1523,90,217,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_koishi,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,古明地恋,古明地 こいし,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：地灵殿组恋、燐、觉的名次出乎作者预期,个人赛后观察；无互动量快照,2026-08-24,恋被纳入地灵殿组的意外名次观察,作者预期并非社区总体预期，不能直接转为原因结论,verified_public_web,古明地恋,35,22,13.0,108,124,68.2243,82.9268,1446,3283,149,434,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_rin,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,火焰猫燐,火焔猫 燐,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：地灵殿组恋、燐、觉的名次出乎作者预期,个人赛后观察；无互动量快照,2026-08-24,燐被纳入地灵殿组的意外名次观察,作者预期并非社区总体预期，不能直接转为原因结论,verified_public_web,火焰猫燐,34,46,-12.0,108,124,69.1589,63.4146,1499,1523,125,131,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_satori,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,古明地觉,古明地 さとり,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：地灵殿组恋、燐、觉的名次出乎作者预期,个人赛后观察；无互动量快照,2026-08-24,觉被纳入地灵殿组的意外名次观察,作者预期并非社区总体预期，不能直接转为原因结论,verified_public_web,古明地觉,13,8,5.0,108,124,88.785,94.3089,3591,5471,417,732,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_tenshi,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,比那名居天子,比那名居 天子,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：天子、衣玖属于作者认为的合理位置,个人赛后观察；无互动量快照,2026-08-24,天子被放入相对符合预期的名次观察,合理位置是作者判断，不能代表投票者共识,verified_public_web,比那名居天子,19,19,0.0,108,124,83.1776,85.3659,2603,3557,313,490,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_iku,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,永江衣玖,永江 衣玖,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回分析：天子、衣玖属于作者认为的合理位置,个人赛后观察；无互动量快照,2026-08-24,衣玖被放入相对符合预期的名次观察,合理位置是作者判断，不能代表投票者共识,verified_public_web,永江衣玖,16,28,-12.0,108,124,85.9813,78.0488,2826,2813,319,342,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_komachi,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小野塚小町,小野塚 小町,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回评论区补充小町及其名次观点,评论区观点；无互动量快照,2026-08-24,评论区说明小町仍被放在赛后解释语境中,评论样本选择性强，不能代表全体社区,verified_public_web,小野塚小町,31,39,-8.0,108,124,71.9626,69.1057,1728,1988,215,293,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_rinnosuke,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,森近霖之助,森近 霖之助,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回评论区补充霖之助观点,评论区观点；无互动量快照,2026-08-24,评论区说明出版物角色也进入赛后比较,评论样本选择性强，不能代表全体社区,verified_public_web,森近霖之助,40,45,-5.0,108,124,63.5514,64.2276,1225,1647,299,470,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_pache,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到帕秋莉,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,帕秋莉诺蕾姬,14,16,-2.0,108,124,87.8505,87.8049,3450,4259,703,902,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_youmu,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到妖梦,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,魂魄妖梦,15,13,2.0,108,124,86.9159,90.2439,3277,4510,702,967,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_rumia,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露米娅,ルーミア,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到露米娅,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,露米娅,38,38,0.0,108,124,65.4206,69.9187,1362,2120,232,416,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_mystia,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,米斯蒂娅·萝蕾拉,ミスティア・ローレライ,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到米斯蒂娅,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,米斯蒂娅萝蕾拉,39,40,-1.0,108,124,64.486,68.2927,1329,1807,254,367,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_layti,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,蕾蒂·霍瓦特洛克,レティ・ホワイトロック,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到蕾蒂,一押率分析；无互动量快照,2026-08-24,一押率作为偏好分布旁证与总票分开保存,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,蕾蒂霍瓦特洛克,47,53,-6.0,108,124,57.0093,57.7236,790,1082,140,192,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_nitori_fav,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,河城荷取,河城 にとり,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到荷取,一押率分析；无互动量快照,2026-08-24,荷取的一押率被作者作为偏好结构观察,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,河城荷取,25,24,1.0,108,124,77.5701,81.3008,2116,3140,277,474,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r6_seija,2009-01-31,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,鬼人正邪,鬼人 正邪,result_interpretation,analysis,6,7,post_result,https://nix-in-desertis.blog.jp/archives/51569916.html,第6回一押率分析提到正邪,一押率分析；无互动量快照,2026-08-24,正邪的一押率被作者作为偏好结构观察,一押率统计受投票规则与样本构成影响，不能直接当作总人气,verified_public_web,鬼人正邪,,,,,,,,,,,,,,,,,,,,unmatched,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_koishi,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,古明地恋,古明地 こいし,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：恋恋点数率上升，作者联系二次创作与固定粉丝,个人赛后分析；无互动量快照,2026-08-24,恋恋被作为上升与二创组合性解释的核心案例,赛后博客解释不能证明二创造成票数增长,verified_public_web,古明地恋,15,14,1.0,128,140,88.9764,90.6475,4827,5852,706,943,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_aya,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,射命丸文,射命丸 文,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：文的点数率上升并列入上位角色比较,个人赛后分析；无互动量快照,2026-08-24,文被放在上位角色点数率变化与作品曝光的比较中,不能将赛后解释写成单一传播因果,verified_public_web,射命丸文,10,9,1.0,128,140,92.9134,94.2446,5620,7016,1144,1351,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_yuuka,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,风见幽香,風見 幽香,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：幽香点数率上升,个人赛后分析；无互动量快照,2026-08-24,幽香被列为相对上升的长尾强角色,单篇文章无法识别二创、原作与投票结构的贡献,verified_public_web,风见幽香,3,7,-4.0,128,140,98.4252,95.6835,7192,7289,1457,1571,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_nitori,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,河城荷取,河城 にとり,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：荷取点数率上升,个人赛后分析；无互动量快照,2026-08-24,荷取被列为点数率改善的角色之一,单篇文章无法识别二创、原作与投票结构的贡献,verified_public_web,河城荷取,18,20,-2.0,128,140,86.6142,86.3309,4090,4162,631,700,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_lunachild,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露娜切露德,ルナチャイルド,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出露娜切露德及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,长尾表为早期小众角色覆盖旁证,表格出现不等于角色有明确动员机制,verified_public_web,露娜切露德,60,70,-10.0,128,140,53.5433,50.3597,962,905,73,58,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_yamame,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,黑谷山女,黒谷 ヤマメ,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出山女及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,长尾表为早期小众角色覆盖旁证,表格出现不等于角色有明确动员机制,verified_public_web,黑谷山女,58,64,-6.0,128,140,55.1181,54.6763,996,1147,131,174,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_daiyousei,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,大妖精,大妖精,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出大妖精及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,长尾表为早期小众角色覆盖旁证,表格出现不等于角色有明确动员机制,verified_public_web,大妖精,47,46,1.0,128,140,63.7795,67.6259,1613,2149,246,348,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_youmu,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回分析：妖梦点数率下降,个人赛后分析；无互动量快照,2026-08-24,妖梦被用于说明上位角色也会因点数分散而相对下降,不能把点数率下降直接解释为角色失宠,verified_public_web,魂魄妖梦,13,8,5.0,128,140,90.5512,94.964,5201,7032,1122,1590,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_reisen,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾/上位比较表列出铃仙及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,铃仙被纳入点数率分散与上位比较,表格与分布指标不能拆成动员因果,verified_public_web,铃仙优昙华院因幡,24,27,-3.0,128,140,81.8898,81.295,3150,3302,558,605,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_momiji,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出椛及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,椛被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web,犬走椛,31,22,9.0,128,140,76.378,84.8921,2603,3823,403,671,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_lilywhite,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉莉霍瓦特（莉莉白）,リリーホワイト,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出莉莉白及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,莉莉白被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web,莉莉霍瓦特莉莉白,70,76,-6.0,128,140,45.6693,46.0432,527,572,106,106,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_shizuha,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋静叶,秋 静葉,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出秋静叶及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,秋静叶被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web,秋静叶,48,51,-3.0,128,140,62.9921,64.0288,1576,1684,210,212,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
